run,epoch_index,gps_time_s,gps_satellite_count,multi_satellite_count,extra_satellite_count,gps_residual_p95_abs_m,gps_residual_max_abs_m,multi_residual_p95_abs_m,multi_residual_max_abs_m,multi_bias_range_m,solution_gap_2d_m
Shinjuku,15201,283229.699999,6,12,6,39.344576,41.537531,40.698208,58.790962,3.847088,47.634004
Shinjuku,15202,283229.800000,6,12,6,39.170000,41.361945,40.642748,58.744507,3.655173,47.619448
Shinjuku,15203,283229.899999,6,12,6,39.143474,41.328540,40.605978,58.694177,3.623338,47.825401
Shinjuku,15204,283230.000000,6,12,6,39.407543,41.607691,40.734009,58.942533,3.595296,47.757491
Shinjuku,15205,283230.100000,6,12,6,39.411475,41.611948,40.769825,58.965155,3.534314,47.805679
Shinjuku,15206,283230.199999,6,12,6,39.328902,41.591142,40.692939,58.940479,3.553981,47.609522
Shinjuku,15207,283230.300000,6,12,6,39.233904,41.396258,40.688964,58.751185,3.650933,47.618989
Shinjuku,15208,283230.399999,6,12,6,39.222219,41.444934,40.693123,58.761944,3.545015,47.526672
Shinjuku,15209,283230.500000,6,12,6,39.101489,41.219677,40.672215,58.629678,3.568533,47.867427
Shinjuku,15210,283230.600000,6,12,6,39.087290,41.182725,40.634366,58.458817,3.695178,47.664559
Shinjuku,15211,283230.699999,6,12,6,39.083511,41.180565,40.609126,58.493658,3.778697,47.744691
Shinjuku,15212,283230.800000,6,12,6,38.660988,40.745669,40.293609,57.846883,3.688542,47.318756
Shinjuku,15213,283230.899999,6,12,6,38.671892,40.754754,40.298193,57.868741,3.699249,47.293468
Shinjuku,15214,283231.000000,6,12,6,38.708665,40.826305,40.218159,57.794869,3.805002,46.993651
Shinjuku,15215,283231.100000,6,12,6,38.624861,40.682255,40.176680,57.657377,3.814528,47.126584
Shinjuku,15216,283231.199999,6,12,6,38.648727,40.726709,40.276073,57.758836,3.572350,47.356165
Shinjuku,15217,283231.300000,6,12,6,38.654390,40.727024,40.254455,57.724798,3.539836,47.395403
Shinjuku,15218,283231.399999,6,12,6,38.654512,40.713853,40.365956,57.832179,3.700192,47.689704
Shinjuku,15219,283231.500000,6,12,6,38.594956,40.612926,40.369741,57.819721,3.732059,47.801855
Shinjuku,15220,283231.600000,6,12,6,38.508553,40.632308,40.300309,57.808250,3.743889,47.684288
Shinjuku,15221,283231.699999,6,12,6,38.402539,40.432600,40.274629,57.702459,3.811768,47.843992
Shinjuku,15222,283231.800000,6,12,6,38.464451,40.588517,40.216984,57.788451,3.752265,47.613114
Shinjuku,15223,283231.899999,6,12,6,38.317763,40.329905,40.230289,57.595726,3.756038,47.606010
Shinjuku,15224,283232.000000,6,12,6,38.537691,40.586075,40.461312,58.023646,3.838828,47.849627
Shinjuku,15225,283232.100000,6,12,6,38.451194,40.483128,40.423132,57.876984,3.795093,48.089133
Shinjuku,15226,283232.200000,6,12,6,38.250720,40.243401,40.289836,57.516428,3.856347,47.595736
Shinjuku,15227,283232.299999,6,12,6,38.370523,40.460270,40.339360,57.661984,3.781990,47.377690
Shinjuku,15228,283232.399999,6,12,6,38.445170,40.536391,40.462231,57.883193,3.579330,47.630065
Shinjuku,15229,283232.500000,6,12,6,38.353446,40.389341,40.456117,57.797250,3.535051,48.036885
Shinjuku,15230,283232.600000,6,12,6,38.386599,40.376483,40.439715,57.705348,3.332287,47.795008
Shinjuku,15231,283232.700000,6,12,6,38.313314,40.243746,40.456256,57.633482,3.305383,47.875360
Shinjuku,15232,283232.799999,6,12,6,38.294931,40.244993,40.383122,57.605715,3.661302,47.740699
Shinjuku,15233,283232.899999,6,12,6,38.248824,40.181443,40.370316,57.534221,3.683216,47.772450
Shinjuku,15234,283233.000000,6,12,6,38.237452,40.194509,40.454948,57.620336,3.605767,47.781442
Shinjuku,15235,283233.100000,6,12,6,38.245964,40.207130,40.418961,57.637931,3.686306,47.668202
Shinjuku,15236,283233.200000,6,12,6,38.348528,40.393973,40.479118,57.887616,3.714932,47.886664
Shinjuku,15237,283233.299999,6,12,6,38.340787,40.389108,40.494617,57.890848,3.671250,48.050242
Shinjuku,15238,283233.399999,6,12,6,38.141972,40.167940,40.530245,57.788001,3.507231,48.391001
Shinjuku,15239,283233.500000,6,12,6,38.237463,40.316468,40.599272,58.022495,3.521264,48.272130
Shinjuku,15240,283233.600000,6,12,6,38.363554,40.363049,40.662338,58.039841,3.696285,48.186436
Shinjuku,15241,283233.700000,6,12,6,38.279912,40.242429,40.616614,57.930639,3.700963,48.556494
Shinjuku,15242,283233.799999,6,12,6,38.092640,40.003892,40.498682,57.661995,3.862576,48.346355
Shinjuku,15243,283233.899999,6,12,6,38.029995,39.889823,40.471300,57.540002,3.895452,48.423036
Shinjuku,15244,283234.000000,6,12,6,37.860353,39.674882,40.466717,57.432553,4.197371,48.535898
Shinjuku,15245,283234.100000,6,12,6,37.722313,39.455670,40.412373,57.211032,4.239283,48.544396
Shinjuku,15246,283234.200000,6,12,6,37.370362,39.109849,40.044698,56.638188,4.083708,48.150486
Shinjuku,15247,283234.299999,6,12,6,37.293228,38.970316,39.994920,56.546438,4.168809,48.210601
Shinjuku,15248,283234.399999,6,12,6,37.344622,39.002351,40.027077,56.670133,4.129031,48.410701
Shinjuku,15249,283234.500000,6,12,6,37.337637,38.994938,40.053057,56.680705,4.096630,48.534543
Shinjuku,15250,283234.600000,6,12,6,37.458593,38.931916,40.069793,56.738934,4.226694,48.833009
Shinjuku,15251,283234.700000,6,12,6,37.489112,38.996554,40.099947,56.738260,4.181972,48.696708
Shinjuku,15252,283234.799999,6,12,6,37.260226,38.669901,39.914424,56.395791,4.285429,48.637926
Shinjuku,15253,283234.899999,6,12,6,37.242433,38.647682,39.919671,56.422949,4.311826,48.687606
Shinjuku,15254,283235.000000,6,12,6,37.238781,38.756378,39.869842,56.463780,4.309299,48.425651
Shinjuku,15255,283235.100000,6,12,6,37.234527,38.750732,39.845314,56.429528,4.303434,48.520407
Shinjuku,15256,283235.200000,6,12,6,36.890193,38.350209,39.681127,55.993693,4.421412,48.253818
Shinjuku,15257,283235.299999,6,12,6,36.973794,38.487235,39.712981,56.111956,4.377562,48.146265
Shinjuku,15258,283235.399999,6,12,6,36.925458,38.419172,39.721203,56.090853,4.163108,48.312320
Shinjuku,15259,283235.500000,6,12,6,36.795522,38.189055,39.718666,55.901205,4.171815,48.492744
Shinjuku,15260,283235.600000,6,12,6,36.924918,38.403977,39.865055,56.214273,4.152702,48.778259
Shinjuku,15261,283235.700000,6,12,6,36.934376,38.416850,39.849346,56.192425,4.152266,48.646846
Shinjuku,15262,283235.799999,6,12,6,36.939416,38.378315,39.805829,56.155655,4.108763,48.731316
Shinjuku,15263,283235.899999,6,12,6,36.982956,38.473708,39.813679,56.239805,4.074797,48.809194
Shinjuku,15264,283236.000000,6,12,6,37.238110,38.709385,39.914743,56.495838,4.063261,48.967155
Shinjuku,15265,283236.100000,6,12,6,37.153035,38.528226,39.955180,56.408222,4.073246,49.031622
Shinjuku,15266,283236.200000,6,12,6,37.261196,38.616530,40.028825,56.583998,4.256125,49.405534
Shinjuku,15267,283236.299999,6,12,6,37.210765,38.565566,39.991976,56.533887,4.273491,49.679548
Shinjuku,15268,283236.399999,6,12,6,37.074807,38.342568,40.018986,56.469411,4.532233,49.755085
Shinjuku,15269,283236.500000,6,12,6,36.994500,38.211663,40.041260,56.324019,4.419116,49.970765
Shinjuku,15270,283236.600000,6,12,6,36.907261,38.112358,39.968829,56.164454,4.197421,50.094234
Shinjuku,15271,283236.700000,6,12,6,36.854825,38.003757,39.976522,56.101006,4.220724,50.062364
Shinjuku,15272,283236.799999,6,12,6,36.792718,37.932510,39.983226,56.068897,4.234753,50.192429
Shinjuku,15273,283236.899999,6,12,6,36.769762,37.921456,39.947939,55.983569,4.189352,50.457662
Shinjuku,15274,283237.000000,6,12,6,36.765328,37.930494,39.873010,55.727353,4.440121,49.653086
Shinjuku,15275,283237.100000,6,12,6,36.751633,37.870199,39.891788,55.718524,4.473417,49.443609
Shinjuku,15276,283237.200000,6,12,6,36.374194,37.522939,39.763664,55.373175,4.275949,49.659717
Shinjuku,15277,283237.299999,6,12,6,36.404476,37.567211,39.720303,55.444232,4.346526,49.909939
Shinjuku,15278,283237.399999,6,12,6,36.532895,37.754481,39.980263,55.849770,4.200551,50.410896
Shinjuku,15279,283237.500000,6,12,6,36.550393,37.770840,40.018076,55.897346,4.186385,50.206043
Shinjuku,15280,283237.600000,6,12,6,36.584539,37.817812,39.920557,55.716363,4.194932,49.817523
Shinjuku,15281,283237.700000,6,12,6,36.681772,37.961384,39.965879,55.872453,4.162932,49.573062
Shinjuku,15282,283237.799999,6,12,6,36.639357,37.906643,40.045024,55.877031,4.223570,49.943268
Shinjuku,15283,283237.899999,6,12,6,36.710430,38.025964,40.061033,55.914852,4.109614,49.927596
Shinjuku,15284,283238.000000,6,12,6,36.651148,37.919934,40.080968,55.897576,4.133359,50.114467
Shinjuku,15285,283238.100000,6,12,6,36.564582,37.774256,40.013092,55.774861,4.219780,50.321663
Shinjuku,15286,283238.200000,6,12,6,36.662067,37.828240,40.084670,55.748078,4.142493,50.366030
Shinjuku,15287,283238.299999,6,12,6,36.635498,37.758996,40.087151,55.751101,4.185576,50.387586
Shinjuku,15288,283238.399999,6,12,6,36.742915,37.929814,40.034564,55.716512,4.121493,49.844307
Shinjuku,15289,283238.500000,6,12,6,36.737313,37.921570,40.006251,55.702237,4.143983,49.961281
Shinjuku,15290,283238.600000,6,12,6,36.787532,37.999344,40.083129,55.955930,4.320979,50.452901
Shinjuku,15291,283238.700000,6,12,6,36.674736,37.793544,40.045188,55.776821,4.388863,50.494689
Shinjuku,15292,283238.799999,6,12,6,36.628378,37.762143,39.893578,55.481418,4.126642,50.320484
Shinjuku,15293,283238.899999,6,12,6,36.714452,37.894664,39.916314,55.648775,4.150401,50.141695
Shinjuku,15294,283239.000000,6,12,6,36.902403,38.123805,40.149835,55.998573,4.140167,50.566677
Shinjuku,15295,283239.100000,6,12,6,36.879965,38.110904,40.176782,55.958821,4.062618,50.844576
Shinjuku,15296,283239.200000,6,12,6,37.149785,38.423549,40.243622,56.021079,4.100935,50.203726
Shinjuku,15297,283239.299999,6,12,6,37.037026,38.260720,40.209735,55.889283,4.081489,50.620244
Shinjuku,15298,283239.399999,6,12,6,37.253423,38.519815,40.438496,56.304832,3.989545,50.898448
Shinjuku,15299,283239.500000,6,12,6,37.250666,38.511863,40.413028,56.271294,4.042224,50.807912
Shinjuku,15300,283239.600000,6,12,6,37.233988,38.573905,40.477048,56.404247,4.130919,50.691485
Shinjuku,15301,283239.700000,6,12,6,37.196208,38.476101,40.460814,56.343832,4.187222,50.559375
Shinjuku,15302,283239.799999,6,12,6,36.948769,38.218039,40.296146,56.059949,4.232638,50.792159
Shinjuku,15303,283239.899999,6,12,6,37.059928,38.386156,40.349274,56.231016,4.239363,50.512439
Shinjuku,15304,283240.000000,6,12,6,37.266723,38.618263,40.564846,56.498835,4.181958,50.759024
Shinjuku,15305,283240.100000,6,12,6,37.235737,38.603946,40.559587,56.478128,4.155852,51.132438
Shinjuku,15306,283240.200000,6,12,6,37.403810,38.799913,40.531386,56.445985,3.923305,50.882827
Shinjuku,15307,283240.299999,6,12,6,37.451045,38.868031,40.577320,56.580565,3.889452,50.987837
Shinjuku,15308,283240.399999,6,12,6,37.052031,38.562979,40.346184,56.094757,4.032390,50.801480
Shinjuku,15309,283240.500000,6,12,6,37.172069,38.782247,40.359261,56.258981,3.999613,50.664000
Shinjuku,15310,283240.600000,6,12,6,37.278511,38.814349,40.492912,56.450524,3.915304,50.731604
Shinjuku,15311,283240.700000,6,12,6,37.260017,38.799699,40.462310,56.373112,3.875079,50.938242
Shinjuku,15312,283240.799999,6,12,6,37.260539,38.897206,40.521420,56.462549,3.635373,51.081425
Shinjuku,15313,283240.899999,6,12,6,37.274194,38.905785,40.563753,56.494194,3.602653,50.889658
Shinjuku,15314,283241.000000,5,11,6,34.206049,36.566885,39.550018,48.786415,4.369214,63.716721
Shinjuku,15315,283241.100000,5,11,6,34.278634,36.673377,39.612105,48.876838,4.360178,63.483011
Shinjuku,15316,283241.200000,5,11,6,34.159845,36.542664,39.389519,48.905294,4.293471,63.672861
Shinjuku,15317,283241.299999,5,11,6,34.194483,36.579915,39.423787,48.918245,4.319788,63.718655
Shinjuku,15318,283241.399999,5,11,6,34.068025,36.412816,39.570587,48.541238,4.476311,63.850684
Shinjuku,15319,283241.500000,5,11,6,34.008076,36.317036,39.562091,48.442672,4.408724,64.092109
Shinjuku,15320,283241.600000,5,11,6,34.115374,36.463816,39.469636,48.586958,4.626880,63.466258
Shinjuku,15321,283241.700000,5,11,6,34.067477,36.409228,39.466585,48.513711,4.569654,63.329943
Shinjuku,15322,283241.799999,5,11,6,33.812776,36.137214,39.383482,48.012564,5.048029,62.747453
Shinjuku,15323,283241.899999,5,11,6,33.769827,36.091506,39.440045,47.937802,5.019744,62.705139
Shinjuku,15324,283242.000000,5,11,6,33.486945,35.758136,39.161043,47.699856,5.088371,62.639762
Shinjuku,15325,283242.100000,5,11,6,33.511368,35.784410,39.167687,47.714585,5.096588,62.716567
Shinjuku,15326,283242.200000,5,11,6,33.687885,36.004514,39.743774,47.953195,4.907466,63.745161
Shinjuku,15327,283242.299999,5,11,6,33.728566,36.076008,39.966605,47.919100,4.973115,63.638666
Shinjuku,15328,283242.399999,5,11,6,33.712329,36.058835,40.010564,48.002088,4.856490,63.843061
Shinjuku,15329,283242.500000,5,11,6,33.754875,36.104536,39.565889,48.193740,4.797520,63.629595
Shinjuku,15330,283242.600000,5,11,6,33.637219,35.978884,39.564232,47.938575,4.521420,62.388751
Shinjuku,15331,283242.700000,5,11,6,33.737663,36.086514,39.540772,48.069038,4.518753,62.477074
Shinjuku,15332,283242.799999,5,11,6,33.492935,35.824940,39.865695,47.764510,4.471994,63.185732
Shinjuku,15333,283242.899999,5,11,6,33.427914,35.728015,39.979072,47.604542,4.402540,63.294398
Shinjuku,15334,283243.000000,5,11,6,33.598555,35.938300,40.231362,47.671468,4.230020,63.073602
Shinjuku,15335,283243.100000,5,11,6,33.589202,35.928489,40.484252,47.622701,4.346240,63.359567
Shinjuku,15336,283243.200000,5,11,6,33.467258,35.798244,40.162399,47.436183,4.235793,62.632108
Shinjuku,15337,283243.299999,5,11,6,33.523955,35.886477,40.091301,47.548340,4.219907,62.359844
Shinjuku,15338,283243.399999,5,11,6,33.823530,36.207359,40.462999,47.837173,4.544297,61.948577
Shinjuku,15339,283243.500000,5,11,6,33.744055,36.122475,41.105083,47.630726,4.615211,62.172735
Shinjuku,15340,283243.600000,5,11,6,33.373173,35.691191,41.189919,47.199135,4.605087,62.940998
Shinjuku,15341,283243.700000,5,11,6,33.255384,35.565412,41.507505,47.006891,4.676315,62.967029
Shinjuku,15342,283243.799999,5,11,6,33.261933,35.572607,40.747924,47.100000,4.484687,62.615119
Shinjuku,15343,283243.899999,5,11,6,33.353622,35.670858,40.483028,47.236279,4.526127,62.516040
Shinjuku,15344,283244.000000,5,11,6,33.076703,35.371389,40.926643,46.739779,4.554891,62.016413
Shinjuku,15345,283244.100000,5,11,6,33.141146,35.440493,40.714457,46.881214,4.492006,61.823214
Shinjuku,15346,283244.200000,5,11,6,32.996085,35.258744,41.097021,46.531151,4.921920,61.155781
Shinjuku,15347,283244.299999,5,11,6,33.080987,35.380044,41.142082,46.671259,4.947003,61.097747
Shinjuku,15348,283244.399999,5,11,6,32.618386,34.825615,41.280693,46.015552,4.626145,61.816768
Shinjuku,15349,283244.500000,5,11,6,32.706855,34.950247,41.306718,46.127504,4.675266,61.684602
Shinjuku,15350,283244.600000,4,10,6,0.000000,0.000000,21.864490,25.382681,8.126891,207.135957
Shinjuku,15351,283244.700000,4,10,6,0.000000,0.000000,21.855702,25.322781,8.220004,206.750337
Shinjuku,15352,283244.799999,4,10,6,0.000000,0.000000,21.987141,25.544540,7.980891,206.839854
Shinjuku,15353,283244.899999,4,10,6,0.000000,0.000000,21.989583,25.545466,7.955401,206.836291
Shinjuku,15354,283245.000000,4,10,6,0.000000,0.000000,21.935225,25.508506,8.340905,206.174113
Shinjuku,15355,283245.100000,4,10,6,0.000000,0.000000,21.878454,25.419943,8.303011,206.032803
Shinjuku,15356,283245.200000,4,10,6,0.000000,0.000000,21.795293,25.180021,8.467982,206.415061
Shinjuku,15357,283245.299999,4,10,6,0.000000,0.000000,21.834745,25.241917,8.278128,206.778303
Shinjuku,15358,283245.399999,4,10,6,0.000000,0.000000,21.889979,25.263521,7.984116,205.413927
Shinjuku,15359,283245.500000,4,10,6,0.000000,0.000000,21.845720,25.177915,7.963815,205.196276
Shinjuku,15360,283245.600000,4,10,6,0.000000,0.000000,21.945175,25.345238,8.213174,206.532252
Shinjuku,15361,283245.700000,4,10,6,0.000000,0.000000,21.946296,25.302034,8.181774,206.262524
Shinjuku,15362,283245.799999,4,10,6,0.000000,0.000000,21.802749,24.996691,8.305613,204.098024
Shinjuku,15363,283245.899999,4,10,6,0.000000,0.000000,21.819026,25.033233,8.234922,204.240873
Shinjuku,15364,283246.000000,4,10,6,0.000000,0.000000,21.778329,24.852667,8.200181,204.688245
Shinjuku,15365,283246.100000,4,10,6,0.000000,0.000000,21.828854,24.911619,8.173729,204.829965
Shinjuku,15366,283246.200000,4,10,6,0.000000,0.000000,21.947145,25.154990,7.810712,206.832611
Shinjuku,15367,283246.299999,4,10,6,0.000000,0.000000,21.939278,25.169734,7.705292,206.961828
Shinjuku,15368,283246.399999,4,10,6,0.000000,0.000000,22.015334,25.564170,7.315985,212.990298
Shinjuku,15369,283246.500000,4,10,6,0.000000,0.000000,22.050014,25.650315,7.257439,213.103329
Shinjuku,15370,283246.600000,4,10,6,0.000000,0.000000,22.246365,26.353367,6.920261,217.993964
Shinjuku,15371,283246.700000,4,10,6,0.000000,0.000000,22.291881,26.490684,6.871653,218.497744
Shinjuku,15372,283246.799999,4,10,6,0.000000,0.000000,22.589311,27.211197,6.778721,214.803203
Shinjuku,15373,283246.899999,4,10,6,0.000000,0.000000,22.718311,27.537283,6.981074,215.587275
Shinjuku,15374,283247.000000,5,11,6,33.043661,35.461456,38.298207,48.552346,3.601689,58.533524
Shinjuku,15375,283247.100000,5,11,6,32.056982,34.039352,37.960788,47.481286,2.696891,60.222032
Shinjuku,15376,283247.200000,5,10,5,32.395741,34.515230,39.530628,49.971661,4.065743,52.406765
Shinjuku,15377,283247.299999,5,10,5,31.717346,33.695640,39.077189,48.893227,3.997357,52.435123
Shinjuku,15378,283247.399999,5,10,5,31.319371,33.268892,38.917472,48.475411,4.258848,53.155216
Shinjuku,15379,283247.500000,5,10,5,31.631559,33.768715,38.876569,48.749347,4.180465,52.391458
Shinjuku,15380,283247.600000,4,9,5,0.000000,0.000000,19.367249,19.977662,13.623135,180.081715
Shinjuku,15381,283247.700000,4,9,5,0.000000,0.000000,19.344656,20.024943,13.764730,179.570296
Shinjuku,15382,283247.799999,4,9,5,0.000000,0.000000,19.659235,20.633981,14.556914,185.363333
Shinjuku,15383,283247.899999,4,9,5,0.000000,0.000000,19.445839,20.268726,14.548281,184.471112
Shinjuku,15384,283248.000000,4,9,5,0.000000,0.000000,19.332296,20.078410,14.792212,177.714816
Shinjuku,15385,283248.100000,4,9,5,0.000000,0.000000,19.760116,20.836055,14.515542,179.959536
Shinjuku,15386,283248.200000,4,9,5,0.000000,0.000000,20.265118,21.574331,14.315702,186.486357
Shinjuku,15387,283248.299999,4,9,5,0.000000,0.000000,20.327066,21.577507,14.192056,186.264936
Shinjuku,15388,283248.399999,4,10,6,0.000000,0.000000,22.990909,27.179440,6.985248,214.602801
Shinjuku,15389,283248.500000,4,10,6,0.000000,0.000000,23.069518,27.301047,6.887993,214.868357
Shinjuku,15390,283248.600000,4,10,6,0.000000,0.000000,22.650797,26.505387,6.973745,210.418357
Shinjuku,15391,283248.700000,4,10,6,0.000000,0.000000,22.712710,26.517653,6.737900,210.741924
Shinjuku,15392,283248.799999,4,10,6,0.000000,0.000000,22.981704,27.182737,6.110597,220.502386
Shinjuku,15393,283248.899999,4,10,6,0.000000,0.000000,23.092534,27.378358,6.205491,220.257430
Shinjuku,15394,283249.000000,4,10,6,0.000000,0.000000,22.887473,27.174347,5.754813,215.050990
Shinjuku,15395,283249.100000,4,10,6,0.000000,0.000000,22.889550,27.329452,5.735833,215.626375
Shinjuku,15396,283249.200000,4,10,6,0.000000,0.000000,22.681633,26.998938,5.972434,212.071458
Shinjuku,15397,283249.299999,4,10,6,0.000000,0.000000,22.315548,26.250660,5.717912,210.613247
Shinjuku,15398,283249.399999,4,10,6,0.000000,0.000000,22.409992,26.402652,5.700480,213.273630
Shinjuku,15399,283249.500000,4,10,6,0.000000,0.000000,22.590927,26.777128,6.019233,213.295256
Shinjuku,15400,283249.600000,4,10,6,0.000000,0.000000,22.722070,27.179724,5.842186,215.981558
Shinjuku,15401,283249.700000,4,10,6,0.000000,0.000000,22.796279,27.302713,5.840109,216.912144
Shinjuku,15402,283249.799999,4,10,6,0.000000,0.000000,22.603824,26.914206,6.071385,214.219988
Shinjuku,15403,283249.899999,4,10,6,0.000000,0.000000,22.497252,26.701908,6.046043,213.605541
Shinjuku,15404,283250.000000,4,10,6,0.000000,0.000000,23.142298,27.544468,6.832157,221.870350
Shinjuku,15405,283250.100000,4,10,6,0.000000,0.000000,22.893564,27.177094,6.715507,221.473890
Shinjuku,15406,283250.200000,4,10,6,0.000000,0.000000,23.147573,27.354972,6.668089,219.892666
Shinjuku,15407,283250.299999,4,10,6,0.000000,0.000000,23.168284,27.377475,6.514447,220.619277
Shinjuku,15408,283250.399999,5,11,6,35.420744,38.141384,39.928473,50.359581,4.282208,63.037596
Shinjuku,15409,283250.500000,5,11,6,35.147112,37.727390,40.145403,49.951359,3.974068,63.899540
Shinjuku,15410,283250.600000,4,10,6,0.000000,0.000000,22.055401,25.783219,5.864611,208.140653
Shinjuku,15411,283250.700000,4,10,6,0.000000,0.000000,22.061369,25.746721,5.824624,208.268311
Shinjuku,15412,283250.799999,4,10,6,0.000000,0.000000,21.804635,25.549010,5.697696,204.320369
Shinjuku,15413,283250.899999,4,10,6,0.000000,0.000000,21.904607,25.770746,5.572129,204.720905
Shinjuku,15414,283251.000000,4,10,6,0.000000,0.000000,21.877855,25.777854,6.168809,203.681710
Shinjuku,15415,283251.100000,4,10,6,0.000000,0.000000,22.000912,26.064951,6.238031,204.571247
Shinjuku,15416,283251.200000,4,10,6,0.000000,0.000000,22.054213,26.099772,5.901489,207.017234
Shinjuku,15417,283251.299999,4,10,6,0.000000,0.000000,22.260671,26.527770,6.026941,207.606441
Shinjuku,15418,283251.399999,4,10,6,0.000000,0.000000,22.640929,27.141416,6.062088,212.628585
Shinjuku,15419,283251.500000,4,10,6,0.000000,0.000000,22.568710,27.017978,6.125907,212.369819
Shinjuku,15420,283251.600000,4,10,6,0.000000,0.000000,22.654807,27.153642,6.347813,214.651329
Shinjuku,15421,283251.700000,4,10,6,0.000000,0.000000,22.550187,26.867036,6.363918,213.852102
Shinjuku,15422,283251.799999,4,10,6,0.000000,0.000000,22.328632,26.383623,6.867178,208.524999
Shinjuku,15423,283251.899999,4,10,6,0.000000,0.000000,22.309061,26.319078,6.901002,208.234641
Shinjuku,15424,283252.000000,4,10,6,0.000000,0.000000,22.224844,26.263243,6.770172,209.166747
Shinjuku,15425,283252.100000,4,10,6,0.000000,0.000000,22.496798,26.757538,6.939724,209.976814
Shinjuku,15426,283252.200000,4,10,6,0.000000,0.000000,22.601443,27.129566,6.685204,211.267724
Shinjuku,15427,283252.299999,4,10,6,0.000000,0.000000,22.692748,27.214832,6.638565,210.891010
Shinjuku,15428,283252.399999,4,10,6,0.000000,0.000000,22.140253,25.931552,6.200588,202.757263
Shinjuku,15429,283252.500000,4,10,6,0.000000,0.000000,21.835206,25.386502,6.006808,201.771874
Shinjuku,15430,283252.600000,4,10,6,0.000000,0.000000,21.781350,25.192605,5.620286,203.630068
Shinjuku,15431,283252.700000,4,10,6,0.000000,0.000000,21.637298,24.870284,5.429504,203.231324
Shinjuku,15432,283252.799999,4,10,6,0.000000,0.000000,21.746863,25.170235,5.510110,205.903705
Shinjuku,15433,283252.899999,4,10,6,0.000000,0.000000,21.938396,25.641982,5.602761,207.467202
Shinjuku,15434,283253.000000,4,10,6,0.000000,0.000000,21.968091,25.927161,5.759168,208.706435
Shinjuku,15435,283253.100000,4,10,6,0.000000,0.000000,21.957372,25.838243,5.672936,208.807502
Shinjuku,15436,283253.200000,4,10,6,0.000000,0.000000,21.958341,25.887949,5.122724,204.859111
Shinjuku,15437,283253.299999,4,10,6,0.000000,0.000000,22.048259,26.115726,5.133104,205.374482
Shinjuku,15438,283253.399999,4,10,6,0.000000,0.000000,21.804124,25.955509,5.186710,203.062222
Shinjuku,15439,283253.500000,4,10,6,0.000000,0.000000,21.738509,25.743867,5.527105,201.663847
Shinjuku,15440,283253.600000,4,10,6,0.000000,0.000000,21.770229,25.628430,5.803980,204.015631
Shinjuku,15441,283253.700000,4,10,6,0.000000,0.000000,21.691349,25.447732,5.950838,203.430015
Shinjuku,15442,283253.799999,4,9,5,0.000000,0.000000,19.331948,19.896265,13.957249,179.523912
Shinjuku,15443,283253.899999,4,9,5,0.000000,0.000000,19.501088,20.193486,13.814230,180.413227
Shinjuku,15444,283254.000000,4,9,5,0.000000,0.000000,19.739085,20.702038,13.426131,183.086594
Shinjuku,15445,283254.100000,4,9,5,0.000000,0.000000,19.743586,20.710182,13.418958,183.097480
Shinjuku,15446,283254.200000,4,9,5,0.000000,0.000000,19.496065,20.371892,12.772711,181.741442
Shinjuku,15447,283254.299999,4,9,5,0.000000,0.000000,19.283025,19.967012,12.720650,180.700026
Shinjuku,15448,283254.399999,4,9,5,0.000000,0.000000,19.558548,20.457115,12.923452,179.872913
Shinjuku,15449,283254.500000,4,9,5,0.000000,0.000000,19.212369,19.818430,12.922416,178.073969
Shinjuku,15450,283254.600000,4,10,6,0.000000,0.000000,21.535573,25.076739,4.783623,201.452637
Shinjuku,15451,283254.700000,4,10,6,0.000000,0.000000,21.585117,25.128832,4.781076,201.613775
Shinjuku,15452,283254.799999,4,10,6,0.000000,0.000000,21.339569,24.928676,4.212737,198.901331
Shinjuku,15453,283254.899999,4,10,6,0.000000,0.000000,21.259373,24.812965,4.089654,198.949946
Shinjuku,15454,283255.000000,4,10,6,0.000000,0.000000,21.313359,24.772972,3.774163,194.949026
Shinjuku,15455,283255.100000,4,10,6,0.000000,0.000000,21.340197,24.815946,3.780021,195.001306
Shinjuku,15456,283255.200000,4,10,6,0.000000,0.000000,21.874457,25.606451,3.934624,200.715046
Shinjuku,15457,283255.299999,4,10,6,0.000000,0.000000,21.814106,25.518736,3.924372,200.504446
Shinjuku,15458,283255.399999,4,10,6,0.000000,0.000000,22.231107,26.061012,3.638589,203.297792
Shinjuku,15459,283255.500000,4,10,6,0.000000,0.000000,22.292280,26.260277,3.684562,203.686587
Shinjuku,15460,283255.600000,4,10,6,0.000000,0.000000,22.604993,26.645439,3.182189,206.755083
Shinjuku,15461,283255.700000,4,10,6,0.000000,0.000000,22.505565,26.509191,3.333795,206.319544
Shinjuku,15462,283255.799999,4,10,6,0.000000,0.000000,22.134045,26.018979,3.890659,205.493772
Shinjuku,15463,283255.899999,4,10,6,0.000000,0.000000,21.958940,25.557131,3.753906,204.780365
Shinjuku,15464,283256.000000,4,10,6,0.000000,0.000000,21.145365,24.568343,4.834726,200.689647
Shinjuku,15465,283256.100000,4,10,6,0.000000,0.000000,21.059727,24.328324,4.941864,199.726635
Shinjuku,15466,283256.200000,4,10,6,0.000000,0.000000,20.602945,23.687363,5.770522,195.885127
